"",".variable","DMU","Year","Age","Sex","a","k","s","i",".value",".lower",".upper",".width",".point",".interval"
"2236","Hest","M4",2014,"Y","M",2,10,2,7,8237.93876281247,5873.2585318528,9672.6001096272,0.9,"median","qi"
"2237","HS","M4",2014,"Y","M",2,10,2,7,0.750651519271479,0.700871133521014,0.803425331702608,0.9,"median","qi"
"2238","N","M4",2014,"Y","M",2,10,2,7,31174.0977811701,23514.2431128026,46081.3211624246,0.9,"median","qi"
"2239","NS","M4",2014,"Y","M",2,10,2,7,0.45971585639734,0.337116879474274,0.975741104606768,0.9,"median","qi"
"2240","Report","M4",2014,"Y","M",2,10,2,7,0.607547157823131,0.392839144228737,0.817862442966711,0.9,"median","qi"
"2241","Hest","W1",2014,"Y","M",2,10,2,8,5754.51276589315,4325.27302363013,8517.54869865867,0.9,"median","qi"
"2242","HS","W1",2014,"Y","M",2,10,2,8,0.729412489458416,0.621731673941585,0.771337307613166,0.9,"median","qi"
"2243","N","W1",2014,"Y","M",2,10,2,8,18647.1141427298,14654.0263275403,31806.6273187245,0.9,"median","qi"
"2244","NS","W1",2014,"Y","M",2,10,2,8,0.719816677974112,0.183198163274654,0.895605198854706,0.9,"median","qi"
"2245","Report","W1",2014,"Y","M",2,10,2,8,0.610988515108307,0.377683983973277,0.82682006325598,0.9,"median","qi"
"2246","Hest","W2",2014,"Y","M",2,10,2,9,5507.09340833227,4403.74349353545,9771.27360875505,0.9,"median","qi"
"2247","HS","W2",2014,"Y","M",2,10,2,9,0.743012684581063,0.672489591895995,0.895408786337569,0.9,"median","qi"
"2248","N","W2",2014,"Y","M",2,10,2,9,35446.2034039669,16311.9603525745,47369.3307491909,0.9,"median","qi"
"2249","NS","W2",2014,"Y","M",2,10,2,9,0.53530459776127,0.150845203478319,0.87132056611557,0.9,"median","qi"
"2250","Report","W2",2014,"Y","M",2,10,2,9,0.686148217231985,0.332100908220429,0.854489402012321,0.9,"median","qi"
"2251","Hest","E1",2015,"Y","F",2,11,1,1,1314.3659975974,906.498195235029,3064.23979342696,0.9,"median","qi"
"2252","HS","E1",2015,"Y","F",2,11,1,1,0.956609203615191,0.865595736515512,0.9640925566126,0.9,"median","qi"
"2253","N","E1",2015,"Y","F",2,11,1,1,24286.1272590101,19688.7772786489,33502.298712994,0.9,"median","qi"
"2254","NS","E1",2015,"Y","F",2,11,1,1,0.94025749962835,0.0793301198921946,0.9913576746516,0.9,"median","qi"
"2255","Report","E1",2015,"Y","F",2,11,1,1,0.730467642185768,0.247392738311547,0.94922815358895,0.9,"median","qi"
"2256","Hest","E2",2015,"Y","F",2,11,1,2,1719.7882474886,1190.11606276897,4345.05597310312,0.9,"median","qi"
"2257","HS","E2",2015,"Y","F",2,11,1,2,0.935811471267003,0.803136019595952,0.951608130686217,0.9,"median","qi"
"2258","N","E2",2015,"Y","F",2,11,1,2,23964.9173330494,18915.2519870308,29635.2307515032,0.9,"median","qi"
"2259","NS","E2",2015,"Y","F",2,11,1,2,0.76665225812817,0.673351371469763,0.84881402468418,0.9,"median","qi"
"2260","Report","E2",2015,"Y","F",2,11,1,2,0.767788812608015,0.223697789319256,0.974689597735803,0.9,"median","qi"
"2261","Hest","E3",2015,"Y","F",2,11,1,3,2103.1084524874,1852.16927532371,4150.00673293325,0.9,"median","qi"
"2262","HS","E3",2015,"Y","F",2,11,1,3,0.93613972250532,0.801908313082422,0.949536855030507,0.9,"median","qi"
"2263","N","E3",2015,"Y","F",2,11,1,3,31617.4637099544,18330.9864777432,39029.5076042856,0.9,"median","qi"
"2264","NS","E3",2015,"Y","F",2,11,1,3,0.797635121773616,0.42824726470605,0.926824223680209,0.9,"median","qi"
"2265","Report","E3",2015,"Y","F",2,11,1,3,0.858180072253191,0.351432742705845,0.941898051665204,0.9,"median","qi"
"2266","Hest","M1",2015,"Y","F",2,11,1,4,4315.3996528528,3474.45270731859,9674.31119926556,0.9,"median","qi"
"2267","HS","M1",2015,"Y","F",2,11,1,4,0.861899481261927,0.747506808323882,0.953056765118387,0.9,"median","qi"
"2268","N","M1",2015,"Y","F",2,11,1,4,36678.4373354592,24633.3370016653,89096.5189276477,0.9,"median","qi"
"2269","NS","M1",2015,"Y","F",2,11,1,4,0.746101579676557,0.351249459746898,0.965064214680984,0.9,"median","qi"
"2270","Report","M1",2015,"Y","F",2,11,1,4,0.86237725511023,0.357045098665509,0.94826819646483,0.9,"median","qi"
"2271","Hest","M2",2015,"Y","F",2,11,1,5,3732.3908153293,2963.54349746394,10865.2460749561,0.9,"median","qi"
"2272","HS","M2",2015,"Y","F",2,11,1,5,0.876977088765988,0.796692623879637,0.951734398145101,0.9,"median","qi"
"2273","N","M2",2015,"Y","F",2,11,1,5,52756.5015132558,23173.394989938,75903.0094281357,0.9,"median","qi"
"2274","NS","M2",2015,"Y","F",2,11,1,5,0.797915586582626,0.276025358314828,0.987075907679971,0.9,"median","qi"
"2275","Report","M2",2015,"Y","F",2,11,1,5,0.931274133932225,0.294050772603167,0.975348685259166,0.9,"median","qi"
"2276","Hest","M3",2015,"Y","F",2,11,1,6,3405.28683248864,2184.45872362956,7738.55952844464,0.9,"median","qi"
"2277","HS","M3",2015,"Y","F",2,11,1,6,0.890481705506009,0.799657033869295,0.913036846055398,0.9,"median","qi"
"2278","N","M3",2015,"Y","F",2,11,1,6,31722.3655970001,22217.9287691271,40872.3439734824,0.9,"median","qi"
"2279","NS","M3",2015,"Y","F",2,11,1,6,0.347872260772073,0.00834705838579355,0.874987702504895,0.9,"median","qi"
"2280","Report","M3",2015,"Y","F",2,11,1,6,0.817047753300964,0.351484822448036,0.96555781518178,0.9,"median","qi"
"2281","Hest","M4",2015,"Y","F",2,11,1,7,4838.80649453405,3415.05804248356,8539.58496419756,0.9,"median","qi"
"2282","HS","M4",2015,"Y","F",2,11,1,7,0.905219048087966,0.758862993652335,0.920544233084712,0.9,"median","qi"
"2283","N","M4",2015,"Y","F",2,11,1,7,39386.2640288951,33933.0454578524,57838.6127434077,0.9,"median","qi"
"2284","NS","M4",2015,"Y","F",2,11,1,7,0.44106987297564,0.192736619595758,0.765542579281561,0.9,"median","qi"
"2285","Report","M4",2015,"Y","F",2,11,1,7,0.830273416974457,0.336559390073786,0.946408223305196,0.9,"median","qi"
"2286","Hest","W1",2015,"Y","F",2,11,1,8,3862.04223078162,3242.96808173461,7054.77605817401,0.9,"median","qi"
"2287","HS","W1",2015,"Y","F",2,11,1,8,0.876906893186335,0.758296486732129,0.892886650842448,0.9,"median","qi"
"2288","N","W1",2015,"Y","F",2,11,1,8,30068.6495361318,25896.5073590609,34357.0405040398,0.9,"median","qi"
"2289","NS","W1",2015,"Y","F",2,11,1,8,0.258715909080947,0.0457512736866569,0.925498483336768,0.9,"median","qi"
"2290","Report","W1",2015,"Y","F",2,11,1,8,0.908733005405329,0.495813736370269,0.969030962916466,0.9,"median","qi"
"2291","Hest","W2",2015,"Y","F",2,11,1,9,3827.8680421202,2511.94498106461,5756.10015760797,0.9,"median","qi"
"2292","HS","W2",2015,"Y","F",2,11,1,9,0.898401883608032,0.876698248175641,0.91531097034708,0.9,"median","qi"
"2293","N","W2",2015,"Y","F",2,11,1,9,34607.8709960561,25684.6585089194,56725.1103105584,0.9,"median","qi"
"2294","NS","W2",2015,"Y","F",2,11,1,9,0.214974305111434,0.00992524213239731,0.949675117062602,0.9,"median","qi"
"2295","Report","W2",2015,"Y","F",2,11,1,9,0.781173812361638,0.51977698692422,0.967666892522919,0.9,"median","qi"
"2296","Hest","E1",2015,"Y","M",2,11,2,1,4164.70496473742,2693.38979505166,5318.30730137671,0.9,"median","qi"
"2297","HS","E1",2015,"Y","M",2,11,2,1,0.857686825670089,0.765315896135841,0.882910476786314,0.9,"median","qi"
"2298","N","E1",2015,"Y","M",2,11,2,1,22551.0024947585,18964.4642223999,34450.1093241547,0.9,"median","qi"
"2299","NS","E1",2015,"Y","M",2,11,2,1,0.955142573649366,0.177459326914545,0.995077016714684,0.9,"median","qi"
"2300","Report","E1",2015,"Y","M",2,11,2,1,0.631239487855342,0.5106056567296,0.929726218865738,0.9,"median","qi"
"2301","Hest","E2",2015,"Y","M",2,11,2,2,5655.0671595322,3701.19254958148,7119.61571506716,0.9,"median","qi"
"2302","HS","E2",2015,"Y","M",2,11,2,2,0.806502147760811,0.672848743921527,0.841453934001182,0.9,"median","qi"
"2303","N","E2",2015,"Y","M",2,11,2,2,23248.8988102559,18714.9979595189,33175.9165779399,0.9,"median","qi"
"2304","NS","E2",2015,"Y","M",2,11,2,2,0.857185090075518,0.79260805130455,0.928406184901542,0.9,"median","qi"
"2305","Report","E2",2015,"Y","M",2,11,2,2,0.610587757628385,0.476414232153893,0.925163126603069,0.9,"median","qi"
"2306","Hest","E3",2015,"Y","M",2,11,2,3,6097.51385480229,4860.95691854487,7331.14602935574,0.9,"median","qi"
"2307","HS","E3",2015,"Y","M",2,11,2,3,0.801807720241447,0.669123605451581,0.841193234542705,0.9,"median","qi"
"2308","N","E3",2015,"Y","M",2,11,2,3,28230.7575084781,18344.9332674841,42016.0248135245,0.9,"median","qi"
"2309","NS","E3",2015,"Y","M",2,11,2,3,0.876191158841417,0.653325036734825,0.942359364961527,0.9,"median","qi"
"2310","Report","E3",2015,"Y","M",2,11,2,3,0.598857864347429,0.438578044278955,0.735313288511396,0.9,"median","qi"
"2311","Hest","M1",2015,"Y","M",2,11,2,4,11011.543567714,8601.02621857709,15049.9422693067,0.9,"median","qi"
"2312","HS","M1",2015,"Y","M",2,11,2,4,0.64970047403885,0.591237295347326,0.844039883761436,0.9,"median","qi"
"2313","N","M1",2015,"Y","M",2,11,2,4,35225.3394920571,28533.6724466599,60724.4760941935,0.9,"median","qi"
"2314","NS","M1",2015,"Y","M",2,11,2,4,0.807500984168302,0.525921147287805,0.98694957013726,0.9,"median","qi"
"2315","Report","M1",2015,"Y","M",2,11,2,4,0.310643361426317,0.230698202568047,0.512869157656051,0.9,"median","qi"
"2316","Hest","M2",2015,"Y","M",2,11,2,5,10348.2093935338,9027.21579168509,17562.4385754065,0.9,"median","qi"
"2317","HS","M2",2015,"Y","M",2,11,2,5,0.692820552186258,0.641896109414866,0.841857302708691,0.9,"median","qi"
"2318","N","M2",2015,"Y","M",2,11,2,5,50596.0612608762,27784.5451127528,61626.9210538425,0.9,"median","qi"
"2319","NS","M2",2015,"Y","M",2,11,2,5,0.839813866671839,0.443719907491906,0.995098165211872,0.9,"median","qi"
"2320","Report","M2",2015,"Y","M",2,11,2,5,0.506587707236711,0.288615545250688,0.591885272870191,0.9,"median","qi"
"2321","Hest","M3",2015,"Y","M",2,11,2,6,6678.23378383071,5388.89238809298,18682.5442676719,0.9,"median","qi"
"2322","HS","M3",2015,"Y","M",2,11,2,6,0.716486373883808,0.53145267221521,0.821407745771662,0.9,"median","qi"
"2323","N","M3",2015,"Y","M",2,11,2,6,31503.8413981277,20487.7389089172,41812.4755253417,0.9,"median","qi"
"2324","NS","M3",2015,"Y","M",2,11,2,6,0.42229142046301,0.0209581150803995,0.931146633157819,0.9,"median","qi"
"2325","Report","M3",2015,"Y","M",2,11,2,6,0.31055817548873,0.112130386414405,0.394442398672485,0.9,"median","qi"
"2326","Hest","M4",2015,"Y","M",2,11,2,7,11689.800870043,9913.34640610663,13696.2216132156,0.9,"median","qi"
"2327","HS","M4",2015,"Y","M",2,11,2,7,0.725887746511223,0.604506465715733,0.765186135138807,0.9,"median","qi"
"2328","N","M4",2015,"Y","M",2,11,2,7,40727.1270634305,32652.479570719,47415.5065886512,0.9,"median","qi"
"2329","NS","M4",2015,"Y","M",2,11,2,7,0.522696760426805,0.387088646089242,0.860058068102279,0.9,"median","qi"
"2330","Report","M4",2015,"Y","M",2,11,2,7,0.289992926544985,0.241052690219817,0.395286172105518,0.9,"median","qi"
"2331","Hest","W1",2015,"Y","M",2,11,2,8,9811.34129459647,8637.57249904069,11403.4747906942,0.9,"median","qi"
"2332","HS","W1",2015,"Y","M",2,11,2,8,0.664109751707942,0.603551338877251,0.708851242567172,0.9,"median","qi"
"2333","N","W1",2015,"Y","M",2,11,2,8,29347.0757949489,25356.8864759028,32579.0329313145,0.9,"median","qi"
"2334","NS","W1",2015,"Y","M",2,11,2,8,0.314148143108678,0.114100331829002,0.960500600152439,0.9,"median","qi"
"2335","Report","W1",2015,"Y","M",2,11,2,8,0.294619773993724,0.24421237993468,0.373064884503333,0.9,"median","qi"
"2336","Hest","W2",2015,"Y","M",2,11,2,9,9211.84342490629,7119.60062794375,11694.2781145016,0.9,"median","qi"
"2337","HS","W2",2015,"Y","M",2,11,2,9,0.717816181966852,0.66646314620849,0.841229337838012,0.9,"median","qi"
"2338","N","W2",2015,"Y","M",2,11,2,9,36106.1005614441,24781.4547454458,56414.0064545909,0.9,"median","qi"
"2339","NS","W2",2015,"Y","M",2,11,2,9,0.265108045537977,0.025259207969179,0.974271641157926,0.9,"median","qi"
"2340","Report","W2",2015,"Y","M",2,11,2,9,0.324904683884052,0.273331466534547,0.39076617162596,0.9,"median","qi"
"2341","Hest","E1",2016,"Y","F",2,12,1,1,1762.20725591658,903.769587935953,2762.52861448526,0.9,"median","qi"
"2342","HS","E1",2016,"Y","F",2,12,1,1,0.908705450807668,0.885370158940764,0.948604264141896,0.9,"median","qi"
"2343","N","E1",2016,"Y","F",2,12,1,1,18547.6807441892,15374.3910811899,27289.6694167946,0.9,"median","qi"
"2344","NS","E1",2016,"Y","F",2,12,1,1,0.97238023672617,0.0641877808341947,0.992244264586189,0.9,"median","qi"
"2345","Report","E1",2016,"Y","F",2,12,1,1,0.610255809420961,0.492037550072916,0.976759039589987,0.9,"median","qi"
"2346","Hest","E2",2016,"Y","F",2,12,1,2,1917.01325202248,1385.48587665116,3199.77484439215,0.9,"median","qi"
"2347","HS","E2",2016,"Y","F",2,12,1,2,0.879058045356458,0.827881540704748,0.91613299361037,0.9,"median","qi"
"2348","N","E2",2016,"Y","F",2,12,1,2,16696.6985831188,14731.3100442944,22093.4411218503,0.9,"median","qi"
"2349","NS","E2",2016,"Y","F",2,12,1,2,0.731061158573379,0.575010787773025,0.964227903791429,0.9,"median","qi"
"2350","Report","E2",2016,"Y","F",2,12,1,2,0.748535144828547,0.45185039604507,0.981517578691929,0.9,"median","qi"
"2351","Hest","E3",2016,"Y","F",2,12,1,3,2341.70146919154,1340.93666860056,2797.85994990492,0.9,"median","qi"
"2352","HS","E3",2016,"Y","F",2,12,1,3,0.869398908130589,0.828550503717097,0.923698660406552,0.9,"median","qi"
"2353","N","E3",2016,"Y","F",2,12,1,3,17324.1450190846,14751.9214426479,19678.8024330486,0.9,"median","qi"
"2354","NS","E3",2016,"Y","F",2,12,1,3,0.712800767027882,0.340182296939356,0.985729979077066,0.9,"median","qi"
"2355","Report","E3",2016,"Y","F",2,12,1,3,0.654253273392339,0.518764443765144,0.990631537853396,0.9,"median","qi"
"2356","Hest","M1",2016,"Y","F",2,12,1,4,3400.28973858136,2469.62446949961,4471.41596328146,0.9,"median","qi"
"2357","HS","M1",2016,"Y","F",2,12,1,4,0.81933472500054,0.783065860972071,0.891400871517016,0.9,"median","qi"
"2358","N","M1",2016,"Y","F",2,12,1,4,17305.0742739352,12901.8873040677,39087.8392584692,0.9,"median","qi"
"2359","NS","M1",2016,"Y","F",2,12,1,4,0.869430558597516,0.224576587523502,0.962340658331096,0.9,"median","qi"
"2360","Report","M1",2016,"Y","F",2,12,1,4,0.665944333021561,0.547278986306244,0.990387663762228,0.9,"median","qi"
"2361","Hest","M2",2016,"Y","F",2,12,1,5,3931.33062742212,2490.41473723068,4884.83209436021,0.9,"median","qi"
"2362","HS","M2",2016,"Y","F",2,12,1,5,0.848413624041711,0.815176235510327,0.887742952608747,0.9,"median","qi"
"2363","N","M2",2016,"Y","F",2,12,1,5,25246.7515354381,14149.5471342873,41088.8409467493,0.9,"median","qi"
"2364","NS","M2",2016,"Y","F",2,12,1,5,0.933226407920338,0.172797144038832,0.98023088495983,0.9,"median","qi"
"2365","Report","M2",2016,"Y","F",2,12,1,5,0.672112719086028,0.53162050466734,0.997626817384558,0.9,"median","qi"
"2366","Hest","M3",2016,"Y","F",2,12,1,6,2910.61976864817,2470.7955877767,4894.6417516565,0.9,"median","qi"
"2367","HS","M3",2016,"Y","F",2,12,1,6,0.790287712699732,0.729616047004321,0.920124967537094,0.9,"median","qi"
"2368","N","M3",2016,"Y","F",2,12,1,6,18338.8648358644,12222.0078178024,34327.8901884624,0.9,"median","qi"
"2369","NS","M3",2016,"Y","F",2,12,1,6,0.702427694288642,0.00744629273840377,0.831029636459452,0.9,"median","qi"
"2370","Report","M3",2016,"Y","F",2,12,1,6,0.860109947166518,0.624636214038949,0.951971666996585,0.9,"median","qi"
"2371","Hest","M4",2016,"Y","F",2,12,1,7,3590.88705362366,2203.41443304303,5926.90725062288,0.9,"median","qi"
"2372","HS","M4",2016,"Y","F",2,12,1,7,0.820055660766955,0.785430318879531,0.882262836018783,0.9,"median","qi"
"2373","N","M4",2016,"Y","F",2,12,1,7,19693.7573416893,17036.5690468878,30372.9041626995,0.9,"median","qi"
"2374","NS","M4",2016,"Y","F",2,12,1,7,0.611817949941685,0.120428358682692,0.849657435935496,0.9,"median","qi"
"2375","Report","M4",2016,"Y","F",2,12,1,7,0.623687652450373,0.362913496883795,0.995060125842304,0.9,"median","qi"
"2376","Hest","W1",2016,"Y","F",2,12,1,8,3226.68296999456,2018.10351182586,4739.19035327528,0.9,"median","qi"
"2377","HS","W1",2016,"Y","F",2,12,1,8,0.812178291565286,0.725063513451066,0.854529903493519,0.9,"median","qi"
"2378","N","W1",2016,"Y","F",2,12,1,8,16461.3247125621,12369.0600085125,19551.7232682158,0.9,"median","qi"
"2379","NS","W1",2016,"Y","F",2,12,1,8,0.629618939570684,0.0398512268418345,0.882679280057805,0.9,"median","qi"
"2380","Report","W1",2016,"Y","F",2,12,1,8,0.774806754017851,0.53813319741518,0.997130093526971,0.9,"median","qi"
"2381","Hest","W2",2016,"Y","F",2,12,1,9,3009.0381544377,2555.86310440134,3949.22694354183,0.9,"median","qi"
"2382","HS","W2",2016,"Y","F",2,12,1,9,0.846276229185152,0.765525040541056,0.928294374651889,0.9,"median","qi"
"2383","N","W2",2016,"Y","F",2,12,1,9,18390.8650365145,15497.5838205212,41226.6286132159,0.9,"median","qi"
"2384","NS","W2",2016,"Y","F",2,12,1,9,0.572046882864798,0.00897128014165396,0.921609148326129,0.9,"median","qi"
"2385","Report","W2",2016,"Y","F",2,12,1,9,0.799729766990771,0.663729913624875,0.982924122885491,0.9,"median","qi"
"2386","Hest","E1",2016,"Y","M",2,12,2,1,3209.19465020569,2798.07090444635,3769.01452658283,0.9,"median","qi"
"2387","HS","E1",2016,"Y","M",2,12,2,1,0.805300536454185,0.693336821379671,0.846494689434608,0.9,"median","qi"
"2388","N","E1",2016,"Y","M",2,12,2,1,16862.3179820223,10167.3574893949,21131.5778732852,0.9,"median","qi"
"2389","NS","E1",2016,"Y","M",2,12,2,1,0.983839355873192,0.153025574099916,0.994508960609931,0.9,"median","qi"
"2390","Report","E1",2016,"Y","M",2,12,2,1,0.939753739286266,0.711801618179072,0.984350449601438,0.9,"median","qi"
"2391","Hest","E2",2016,"Y","M",2,12,2,2,4005.90645151685,3605.15803513961,4913.39687121845,0.9,"median","qi"
"2392","HS","E2",2016,"Y","M",2,12,2,2,0.724710312175998,0.637946203370859,0.770723057216467,0.9,"median","qi"
"2393","N","E2",2016,"Y","M",2,12,2,2,14197.8576182504,10938.2907457675,19277.4041539234,0.9,"median","qi"
"2394","NS","E2",2016,"Y","M",2,12,2,2,0.866801208349838,0.738874509296172,0.973373519448923,0.9,"median","qi"
"2395","Report","E2",2016,"Y","M",2,12,2,2,0.93568972292671,0.73271218852599,0.978736847213312,0.9,"median","qi"
"2396","Hest","E3",2016,"Y","M",2,12,2,3,3312.67227934303,2963.81679700689,4793.77442847501,0.9,"median","qi"
"2397","HS","E3",2016,"Y","M",2,12,2,3,0.728346194879643,0.610175023423311,0.780841542859834,0.9,"median","qi"
"2398","N","E3",2016,"Y","M",2,12,2,3,11915.9183052833,8281.35524915334,19985.2006051265,0.9,"median","qi"
"2399","NS","E3",2016,"Y","M",2,12,2,3,0.827482124706395,0.564069536806438,0.989144417566233,0.9,"median","qi"
"2400","Report","E3",2016,"Y","M",2,12,2,3,0.832762628261266,0.628908891326044,0.982324991328385,0.9,"median","qi"
"2401","Hest","M1",2016,"Y","M",2,12,2,4,4695.4743849787,3065.46251687111,7878.27437182765,0.9,"median","qi"
"2402","HS","M1",2016,"Y","M",2,12,2,4,0.648952299526881,0.527237607256012,0.69531496711021,0.9,"median","qi"
"2403","N","M1",2016,"Y","M",2,12,2,4,13882.7273606663,8855.22140312124,17681.7137638904,0.9,"median","qi"
"2404","NS","M1",2016,"Y","M",2,12,2,4,0.929828437843833,0.380956590584809,0.978984401347517,0.9,"median","qi"
"2405","Report","M1",2016,"Y","M",2,12,2,4,0.664509160006306,0.457472409972637,0.920315816483545,0.9,"median","qi"
"2406","Hest","M2",2016,"Y","M",2,12,2,5,6620.53600580123,3920.21341446505,8034.80458161469,0.9,"median","qi"
"2407","HS","M2",2016,"Y","M",2,12,2,5,0.659091535967539,0.558349793164622,0.746281001148163,0.9,"median","qi"
"2408","N","M2",2016,"Y","M",2,12,2,5,17850.9557513913,13450.2502580654,20951.8804606569,0.9,"median","qi"
"2409","NS","M2",2016,"Y","M",2,12,2,5,0.958381522392814,0.306099291902046,0.99210095329023,0.9,"median","qi"
"2410","Report","M2",2016,"Y","M",2,12,2,5,0.748194486617179,0.667500349772053,0.937913010725307,0.9,"median","qi"
"2411","Hest","M3",2016,"Y","M",2,12,2,6,4152.89178927302,3268.56298152029,10762.7560307965,0.9,"median","qi"
"2412","HS","M3",2016,"Y","M",2,12,2,6,0.507866247826164,0.434500370744302,0.852270828424385,0.9,"median","qi"
"2413","N","M3",2016,"Y","M",2,12,2,6,18125.9916956104,7858.31722304342,24352.800230282,0.9,"median","qi"
"2414","NS","M3",2016,"Y","M",2,12,2,6,0.778036797690333,0.0194906700096339,0.900286515011124,0.9,"median","qi"
"2415","Report","M3",2016,"Y","M",2,12,2,6,0.545337734552065,0.220126159061782,0.943386577605257,0.9,"median","qi"
"2416","Hest","M4",2016,"Y","M",2,12,2,7,6292.95605048794,3552.30584815032,7494.98242882559,0.9,"median","qi"
"2417","HS","M4",2016,"Y","M",2,12,2,7,0.651278283781051,0.503414393887578,0.70514014802113,0.9,"median","qi"
"2418","N","M4",2016,"Y","M",2,12,2,7,14508.6339065397,10279.3837086154,20665.2934799923,0.9,"median","qi"
"2419","NS","M4",2016,"Y","M",2,12,2,7,0.749505687270944,0.271617870739201,0.884485920252395,0.9,"median","qi"
